20230819;BRV1;0;328;0;0;3277;-3277;0;0;0;0*
20230819;BRV;0;0;0;0;0;0;0;0;0;0*
20230820;BRV1;0;983;0;0;4915;-4915;0;0;0;0*
20230820;BRV;0;0;0;0;0;0;0;0;0;0*
20230821;BRV1;0;655;0;0;5242;-5242;0;0;0;0*
20230821;BRV;0;0;0;0;0;0;0;0;0;0*
20230822;BRV1;0;983;0;0;6553;-6553;0;0;0;0*
20230822;BRV;0;0;0;0;0;0;0;0;0;0*
20230823;BRV1;0;328;0;0;6226;-6226;0;0;0;0*
20230823;BRV;0;0;0;0;0;0;0;0;0;0*
20230824;BRV1;0;983;0;0;7864;-7864;0;0;0;0*
20230824;BRV;0;0;0;0;0;0;0;0;0;0*
20230825;BRV1;0;655;0;0;8191;-8191;0;0;0;0*
20230825;BRV;0;0;0;0;0;0;0;0;0;0*
