20240419;BRV1;0;0;0;0;0;0;0;0;0;0*
20240419;BRV;0;0;0;0;0;0;0;0;0;0*
20240420;BRV1;0;0;0;0;0;0;0;0;0;0*
20240420;BRV;0;0;0;0;0;0;0;0;0;0*
20240421;BRV1;0;0;0;0;0;0;0;0;0;0*
20240421;BRV;0;0;0;0;0;0;0;0;0;0*
20240422;BRV1;0;0;0;0;0;0;0;0;0;0*
20240422;BRV;0;0;0;0;0;0;0;0;0;0*
20240423;BRV1;0;914;0;0;1828;-1828;0;0;0;0*
20240423;BRV;0;0;0;0;0;0;0;0;0;0*
20240424;BRV1;0;914;0;0;2742;-2742;0;0;0;0*
20240424;BRV;0;0;0;0;0;0;0;0;0;0*
20240425;BRV1;0;914;0;0;3656;-3656;0;0;0;0*
20240425;BRV;0;0;0;0;0;0;0;0;0;0*
