20230918;BRV1;0;0;0;0;0;0;0;0;0;0*
20230918;BRV;0;0;0;0;0;0;0;0;0;0*
20230919;BRV1;0;0;0;0;0;0;0;0;0;0*
20230919;BRV;0;0;0;0;0;0;0;0;0;0*
20230920;BRV1;0;0;0;0;0;0;0;0;0;0*
20230920;BRV;0;0;0;0;0;0;0;0;0;0*
20230921;BRV1;0;0;0;0;0;0;0;0;0;0*
20230921;BRV;0;0;0;0;0;0;0;0;0;0*
20230922;BRV1;0;0;0;0;0;0;0;0;0;0*
20230922;BRV;0;0;0;0;0;0;0;0;0;0*
20230923;BRV1;0;812;0;0;1624;-1624;0;0;0;0*
20230923;BRV;0;0;0;0;0;0;0;0;0;0*
20230924;BRV1;0;914;0;0;2640;-2640;0;0;0;0*
20230924;BRV;0;0;0;0;0;0;0;0;0;0*
