20230815;BRV1;;;0;0;0;0;0;0;0;0*
20230815;BRV;0;0;0;0;0;0;0;0;0;0*
20230816;BRV1;0;655;0;0;655;-655;0;0;0;0*
20230816;BRV;0;0;0;0;0;0;0;0;0;0*
20230817;BRV1;0;983;0;0;2621;-2621;0;0;0;0*
20230817;BRV;0;0;0;0;0;0;0;0;0;0*
20230818;BRV1;0;983;0;0;3604;-3604;0;0;0;0*
20230818;BRV;0;0;0;0;0;0;0;0;0;0*
20230819;BRV1;0;328;0;0;3277;-3277;0;0;0;0*
20230819;BRV;0;0;0;0;0;0;0;0;0;0*
20230820;BRV1;0;983;0;0;4915;-4915;0;0;0;0*
20230820;BRV;0;0;0;0;0;0;0;0;0;0*
20230821;BRV1;0;655;0;0;5242;-5242;0;0;0;0*
20230821;BRV;0;0;0;0;0;0;0;0;0;0*
