20230824;BRV1;0;983;0;0;7864;-7864;0;0;0;0*
20230824;BRV;0;0;0;0;0;0;0;0;0;0*
20230825;BRV1;0;655;0;0;8191;-8191;0;0;0;0*
20230825;BRV;0;0;0;0;0;0;0;0;0;0*
20230826;BRV1;0;983;0;0;983;-983;0;0;0;0*
20230826;BRV;0;0;0;0;0;0;0;0;0;0*
20230827;BRV1;0;328;0;0;9175;-9175;0;0;0;0*
20230827;BRV;0;0;0;0;0;0;0;0;0;0*
20230828;BRV1;0;983;0;0;983;-983;0;0;0;0*
20230828;BRV;0;0;0;0;0;0;0;0;0;0*
20230829;BRV1;0;655;0;0;655;-655;0;0;0;0*
20230829;BRV;0;0;0;0;0;0;0;0;0;0*
20230830;BRV1;0;983;0;0;12451;-12451;0;0;0;0*
20230830;BRV;0;0;0;0;0;0;0;0;0;0*
